authors,body,datetime,news_site,title,url
None,"All Things Considered has been speaking with four ""American Indicators"" since 2021. They're four people in different parts of the country reflecting different parts of the economy. Now that it's an election year, they spoke with NPR again — this time, to talk about how the economy is shaping their own politics.<h2>1.Travel</h2>Bhavesh Patel is a franchise hotel owner, like Comfort Inn in the Northeast United States. When he first spoke with NPR in 2021, the country was beginning to emerge from the pandemic recession. At the time, he owned seven hotels in Pennsylvania, New Jersey and Illinois.  In the years since, he has had to downsize.""We sold off three properties, so we're down to four now.""Patel says his line of hotels has continued to struggle in the wake of the pandemic, and that right now, high end hotels are  doing much better as the wealth gap has continued to grow in the U.S.  He's frustrated by the increase in regulation for his business, and considers himself a moderate Republican. For now, he isn't sure who he'll be voting for.<h2>2.Cost of living</h2>Lee Camp is a housing attorney in St. Louis. In his city, he says, rents keep increasing and the availability of housing is decreasing. After witnessing a wave of clients facing eviction during the pandemic,  Camp says that economic pressures have gotten worse across the board.""I love my career. I love that I get to serve people and work alongside so many inspiring and amazing individuals. But the loan payments are back, and that has certainly changed our financial picture in our household.""When Brooke Neubauer, founder of the Just One Project, the largest distributor of groceries to at-risk individuals in Nevada, looks at the economy today, she says there are plenty of jobs, but says that  ""what I'm hearing from my clients is that the wages have not caught up with the cost of living.""Neubauer says that her program's spending has gone up tremendously as the price of food has gone up as well. And for her, a candidate that  values social services is a priority.<h2>3.Manufacturing</h2>In Georgia, Lisa Winton, co-founder of Winton Machine Company, sees herself as a pocketbook voter –  not just for herself, but for the 40 people her company employs.Winton says last year, the economy looked good — her company had their best year by 20%, a banner year. As a result, she says her company had looked into opening a second factory, but her lease on her current space nearly doubled, and they had to put those plans on hold.And while her business might be doing better with the help of some Trump-era tax policies,  Winton expressed that the Republican party's shift to the right on some social issues is causing her concern.",2024-04-23 23:25:00 PM EEST,NPR,How voters from different economic sectors see the 2024 election,https://www.npr.org/2024/04/23/1198911313/american-indicators-voters-2024-election-perspective-biden-trump-values
"Adrian Ma,Wailin Wong,Corey Bridges,Kate Concannon","Gaming provides entertainment and community for billions of people worldwide. However, video games haven't always been accessible to those with disabilities. But this is changing.Today, in the next installment of our series on the business of video games, we explain how accessibility has become an increasingly important priority for game developers and how advocates pushed them to this point. Related episodes:Forever games: the economics of the live service model ( Apple  /  Spotify )For sponsor-free episodes of The Indicator from Planet Money, subscribe to Planet Money+ via Apple Podcasts or at  plus.npr.org .Music by  Drop Electric . Find us:  TikTok ,  Instagram ,  Facebook ,  Newsletter . ",2024-04-24 00:19:00 AM EEST,NPR,Designing for disability: how video games become more accessible,https://www.npr.org/2024/04/23/1197964005/the-indicator-from-planet-money-the-last-of-us-accessibility-gaming-04-23-2024
Camila Domonoske,"After a barrage of bad news and a sharp drop in profits at Tesla, CEO Elon Musk sought to reassure investors on Tuesday that the revolutionary electric vehicle company is still on a long-term path to growth — thanks to AI and autonomous vehicles.""We're putting the actual 'auto' in 'automobile,' "" Musk said, to chuckles from his executive team.  ""The future is really bright,"" Tesla CFO Vaibhav Taneja added later. ""We just have to get through this period and get there."" ""This period,"" though, is rough. Profits were down 55% for the quarter compared to a year ago, after sales decreased and Tesla repeatedly cut prices. A number of top executives are leaving, including the head of investor relations, who dropped that news on the Tuesday earnings call. Tesla is laying off more than 10% of its global staff, and executives are clamming up when investors ask for more details about a long-promised $25,000 vehicle.In defending the company's performance, Musk and other executives pointed to  broader challenges in the EV industry , as well as headwinds like an arson attack at Tesla's Berlin plant and the cost of launching the Cybertruck. They emphasized that they still see a bright future for electric vehicles.Tesla stock rose after the earnings call. Analysts at Jefferies assessed that Musk had ""appeased"" Wall Street by promising to release new vehicle models, including more affordable cars, earlier than anticipated. <h2>The future of the $25,000 car is murky</h2>In 2020, Tesla executives laid out a detailed argument for why they believed they could build a ""compelling"" EV with a price tag of $25,000. ""This has always been our dream from the beginning of the company,"" Musk said. It's also a top priority for many investors and car shoppers. The Model 3, the cheapest Tesla, currently starts at around $38,000. How could Tesla cut prices to $25k? The plan involved casting a huge portion of the car as  a single piece  — similar to how a toy car might be manufactured. Later, Tesla executives  also said  they were rethinking the entire way an assembly line works as part of cracking the code for both this cheaper mass-market vehicle and a custom-built robotaxi. Now, Tesla has essentially confirmed  reports  it's pivoting away from the mass-market vehicle portion of this plan.But ""more affordable"" vehicles will still be offered before the second half of next year, Tesla says, using existing manufacturing lines to deliver the vehicles sooner than planned. The ""revolutionary"" manufacturing process is now exclusively dedicated to the robotaxi. How affordable is ""more affordable""? Not clear. The cost savings may be smaller than previously expected, the company noted in its  investor presentation . When pushed on the timeline for that long-promised $25,000 vehicle, executives repeatedly redirected attention toward the equally-long-promised vision of robotaxis. ""The way to think of Tesla is almost entirely as solving autonomy, and being able to turn on that autonomy for a giant fleet,"" Musk said, in response to one question about the $25,000 car. ""I think we've said all we will on that front,"" he said to another. <h2>Robotaxis are almost here — yet again</h2>For years, Musk has promised that an army of robotaxis, driverless Teslas picking up passengers, is just around the corner. On Tuesday he recommitted to that vision, promising that in August Tesla will reveal the ""Cybercab,"" a vehicle custom-built for service as a taxi, as part of a fleet that could also include Tesla owners sending their cars out to make money a la Airbnb.Today, Teslas with a pricey software add-on can drive themselves down city streets, stopping at stop lights and navigating turns without human input  most  of the time. But  an attentive driver  still needs to be in the front seat to take over when needed. Tesla has recently started referring to this software as ""Full Self-Driving (Supervised),"" acknowledging that it's not truly autonomous.And operating a profitable robotaxi fleet is not just a technology problem. It requires working productively with  government regulators  and winning and keeping  public trust  — as  GM's Cruise  and  Google's Waymo  can painfully attest.""I actually do not think there will be significant regulatory barriers, provided there is conclusive data that the autonomous car is safer than a human-driven car,"" Musk said, arguing that human drivers will be as outdated as human elevator operators. Musk also sketched out a plan to use idle Teslas as a distributed AI computing business, similar in concept to Amazon Web Services cloud computing service.",2024-04-24 04:14:00 AM EEST,NPR,Tesla profits have plummeted. Elon Musk remains all-in on robotaxis,https://www.npr.org/2024/04/23/1246643864/tesla-earnings-elon-musk-robotaxi
None,"What do you want from your government?It's a question that speaks to the core of our country. In a presidential election year it comes up a lot.   For the next three months NPR will dig into the matters you've signaled are most important to you when choosing a leader with outsized power to shape the issues and the results. Consistently top of mind for NPR listeners and readers are the often complicated questions related to gun violence, the economy, immigration, reproductive rights, healthcare, and U.S. foreign policy. NPR's specialty is our ability to deliver local, national and international perspectives in partnership with Member stations in cities and towns, large and small and across the political spectrum. We work hard to fairly present differing viewpoints that provide a complete picture. Our hope? That our rigorous and respectful reporting spurs meaningful conversations within our broadcast programs, on our site and podcasts and at dinner tables across the land that help you decide what's right for you, your family and your community.  •  Gun Violence •  Economy  —  this week •  Immigration  —  week of May 6 •  Abortion and Reproductive Rights  —  week of May 20  •  Health Care  —  week of June 3  •  Foreign Policy  —  week of June 20<h2>Economy</h2>When it comes to the economy, voter sentiment is shaped by more than just the data. Join us this week as we explore some of the ""kitchen table"" issues that are influencing voters this election year, from access to affordable housing, to food prices and student debt. » Listen on  Morning Edition   //  Find your local station  « » Listen on  All Things Considered   //  Find your local station  «Four 'American Indicators' share their view of the U.S. economy — and their politics   — The economy is a top voting issue for many Americans. Four ""American Indicators,"" people reflecting different sectors of the economy in different parts of the country, talk about their politics.<h2>Gun Violence</h2>The U.S. has the  28th-highest rate of deaths  from gun violence in the world — with 4.31 deaths per 100,000 people in 2021. And for our first week of our We, The Voters series, join NPR as we explore gun violence in the U.S. and its impact on communities across the nation. Philadelphia gun violence victims find support through residents and nonprofits   — As gun violence spiked in Philadelphia after the pandemic, some residents and nonprofits banded together to help victims. Suicides make up majority of gun deaths, but remain overlooked in gun violence debate   — Suicide is the leading cause of gun-related deaths in the United States. But it's often only an afterthought in the public debate about gun violence. As gun violence looms over Pennsylvania youth, local organizations offer safe spaces   — Children and teens deal with the threat of gun violence on a daily basis in southeastern Pennsylvania. So community members and organizations are banding together to try to solve the dire problem.   Guns are killing more U.S. children. Shooting survivors can face lifelong challenges  — Guns are now the leading cause of death among American children. And many more children are injured in shootings, putting them at risk for life-altering disability, pain, and mental trauma.  Where gun violence is common, some students say physical safety is a top concern   — The federal government is investing billions to bolster school safety and mental health resources to combat gun violence. But some sense a disconnect between those programs and what students need.",2024-04-22 16:43:00 PM EEST,NPR,"We, The Voters — The Left. The Right. The Disillusioned.",https://www.npr.org/2024/04/15/1241382078/2024-election-issues-swing-states
Andrea Hsu,"After receiving more than 26,000 public comments, the five members of the Federal Trade Commission are set to vote Tuesday on whether to issue a final rule banning noncompetes, declaring them an unfair method of competition.In a statement last week, the FTC said the final rule under consideration ""would generally prevent most employers from using noncompete clauses."" It's not yet clear how the final rule differs from the version first proposed in January 2023.A noncompete agreement typically blocks a worker from going to work for a competitor or starting up a competing business of their own. The FTC estimates about 30 million people, or one in five American workers, from minimum wage earners to CEOs, are  bound by noncompetes .The Biden administration has argued that these agreements harm workers by lowering wages and hurt the U.S. economy by stifling entrepreneurship. ""The freedom to change jobs is core to economic liberty and to a competitive, thriving economy,"" said FTC Chair Lina M. Khan in a statement  when the proposed rule was first introduced . ""Noncompetes block workers from freely switching jobs, depriving them of higher wages and better working conditions, and depriving businesses of a talent pool that they need to build and expand.""Businesses contend that noncompetes are critical for protecting their investments and proprietary information and question whether the FTC even has the authority to regulate such agreements.Even after today's vote, the future of these agreements will be far from clear. Should the FTC vote to issue a final rule, it would not be enforced until later this year, and legal challenges are expected.<h2>FTC says noncompetes harm low-wage and high-wage earners</h2>Tuesday's vote comes 15 months after the FTC first issued its proposed rule, banning employers from entering into noncompete agreements with their employees and requiring existing agreements to be rescinded. In a fact sheet, the agency cited several real-world examples, drawn from media reports, of workers who were harmed by such clauses. One case involved a single father working as a security guard who was forced to resign his overnight job that paid $11 an hour after he lost access to nighttime child care. He landed a similar job with daytime hours that paid $15 an hour, but his old employer challenged his employment based on a noncompete he had signed, and he was fired.Another case involved a vice president at Amazon who left the company to join a tech startup. Amazon sued to try to block him from taking the new job, citing a noncompete agreement. After negative media coverage, Amazon dropped the suit, and the startup thrived.Cases elsewhere abound — in the pharmaceutical industry, janitorial services,  even zen yoga studios .The cases highlight the power differential that noncompetes can create, with lower-wage earners often more vulnerable than those in leadership positions. By allowing more workers to leave jobs for better-paying ones, the FTC estimates a rule banning noncompetes would increase the earnings of the American workforce by as much as $296 billion per year.<h2>The business community says noncompetes are vital for protecting investments</h2>The U.S. Chamber of Commerce, which ardently opposes the ban, says noncompetes benefit both employers and employees. Companies are more likely to spend resources training and developing their workforce if they have some reassurance that their workers won't take their knowledge to a competitor, the U.S. Chamber explained in  written comments to the FTC .Contrary to the FTC's view, the U.S. Chamber also argues that noncompetes encourage innovation, by ensuring more robust protection of trade secrets. Without noncompetes, companies may be less willing to pour large amounts of time and money into research and development, the group warned.The FTC's proposed rule did include a notable exception for noncompete agreements between sellers and buyers of businesses, meant to protect the value of the businesses being acquired. The two sides could still enter a noncompete agreement provided the seller had at least a 25% ownership interest in the business being sold.But the business community says this exception is far from enough. It has asked the FTC to consider other proposals, including an income threshold, so that companies could still enter noncompete agreements with highly-paid employees while protecting those at the lower end of the pay scale.",2024-04-23 12:00:00 PM EEST,NPR,"After 26,000 public comments, FTC to vote on rule banning noncompete agreements",https://www.npr.org/2024/04/23/1246430110/noncompete-agreements-ftc-ban-lina-khan
Rafael Nam,"Former President Trump is set to get $1.2 billion richer — at least on paper.The windfall comes thanks to being rewarded with an additional 36 million shares in Trump Media & Technology Group, the company behind his Truth Social app.The shares are a bonus provided to him after Trump Media traded above a certain level for a set number of days.Trump met that criteria at the close of trading on Tuesday. The new shares raise his stake in Trump Media to 115 million shares, boosting the entire net worth of his holdings in the company to $3.7 billion.The value of Trump's stake has fallen sharply since the company's trading debut in late March after share prices in Trump Media retreated.But it's still a significant potential return given that he's the majority shareholder in a company in which he has invested no money.And Trump could use the money: He's  mired in legal cases  — including the ongoing  hush money trial  in New York —  and is running again for the White House.But he's prevented from selling his stake until September under his current agreement — although he could try to find ways to negotiate a new deal.",2024-04-24 00:15:00 AM EEST,NPR,Trump to score additional $1.2 billion windfall thanks to his Truth Social app,https://www.npr.org/2024/04/23/1246645808/truth-social-shares-windfall-trump-media-technology-group
Andrea Hsu,"The Federal Trade Commission narrowly voted Tuesday to ban nearly all noncompetes, employment agreements that typically prevent workers from joining competing businesses or launching ones of their own.  The FTC received more than  26,000 public comments  in the months leading up to the vote. Chair Lina Khan referenced on Tuesday some of the stories she had heard from workers.""We heard from employees who, because of noncompetes, were stuck in abusive workplaces,"" she said. ""One person noted when an employer merged with an organization whose religious principles conflicted with their own, a noncompete kept the worker locked in place and unable to freely switch to a job that didn't conflict with their religious practices.""These accounts, she said, ""pointed to the basic reality of how robbing people of their economic liberty also robs them of all sorts of other freedoms.""The FTC estimates about 30 million people, or one in five American workers, from minimum wage earners to CEOs, are  bound by noncompetes . It says the policy change could lead to increased wages totaling nearly $300 billion per year by encouraging people to swap jobs freely.The ban, which will take effect later this year, carves out an exception for existing noncompetes that companies have given their senior executives, on the grounds that these agreements are more likely to have been negotiated. The FTC says employers should not enforce other existing noncompete agreements.  The vote was 3 to 2 along party lines. The dissenting commissioners, Melissa Holyoke and Andrew Ferguson, argued that the FTC was overstepping the boundaries of its power. Holyoke predicted the ban would be challenged in court and eventually struck down. Shortly after the vote, the U.S. Chamber of Commerce said it would sue the FTC to block the rule, calling it unnecessary, unlawful and a blatant power grab.For more than a year, the group has vigorously opposed the ban, saying that noncompetes are vital to companies, by allowing them to better guard trade secrets, and employees, by giving employers greater incentive to invest in workforce training and development. ""This decision sets a dangerous precedent for government micromanagement of business and can harm employers, workers, and our economy,"" wrote Suzanne P. Clark, president and CEO of the U.S. Chamber, in a statement.",2024-04-24 01:00:00 AM EEST,NPR,U.S. bans noncompete agreements for nearly all jobs,https://www.npr.org/2024/04/23/1246655366/ftc-bans-noncompete-agreements-lina-khan
Emma Bowman,"NEW YORK — In 100 days, Paris will kick off the  2024 Summer Olympic Games  with the opening ceremony. As the host city enters the final stretch of preparations, much has yet to be finalized.The plan for an ambitious opening ceremony on July 26 — in which athletes float down the iconic Seine River bisecting the city — is set to be the first held outside a stadium, although it  could move locations  for security reasons. And only a small fraction of athletes have found out whether they are headed to Paris.Buzz around the Games grew louder in New York this week, where U.S. Olympic and Paralympic Committee officials and athlete hopefuls gathered to talk about how they're preparing during the countdown. Here are some other takeaways from the Team USA media summit.<h2>Athletes prepare for a moment that may never come</h2>Hopefuls spend years training but most won't know until after qualifying events — for some, in the final few weeks before Paris — whether they've secured their spot on the Olympic team. Andrew Capobianco, a diver who competed at the Tokyo Games in 2021 is trying not to focus on the potential heartbreak.""I probably would have been more overwhelmed if it was maybe before my first one,"" he said. ""But I guess, for me, it's just — stick with the plan and train hard every day.""For some veterans, unexpected hurdles since past appearances have forced a reset of regimens and time-intensive training. A year after  Tokyo gold medalist gymnast Sunisa ""Suni"" Lee  learned she had two types of kidney diseases, she says she is now ""in remission.""""I'm feeling really good,"" she said. ""We have it under control now and like, now I know what to do and right medicine to take in order to keep going.""To get her health sorted out, she  took a break  from her sport, which meant time spent regaining the strength she had lost. ""I couldn't do any exercising and I couldn't even get out of bed most days,"" she said.She and Simone Biles, Jordan Chiles and Jade Carey are among those hoping to clinch a spot in Paris.Athletes harped on their need for consistency in their workouts, diets and sleep in the run-up to the Games. But that's easier said than done when most athletes don't make a living in their sport. Beyond the high-level competitions, many athletes hold day jobs and side gigs. But this year, some athletes will see a return on their investment with a new opportunity to cash in. Each track and field gold medalist  will be awarded $50,000  by the sport's governing body World Athletics — the first time an international federation has offered prize money to Olympic medalists.<h2>An emphasis on security</h2>Athletes who say pandemic restrictions dampened their experiences in Tokyo and Beijing are looking forward to having back family, friends and fanfare. This year, officials said they're imposing no COVID restrictions or vaccination requirements for American athletes, beyond the normal health protocols for things like flu.Officials say security is top of mind this year. Paris has been the  target of terror attacks  in the past. Heightening safety fears, these Games will happen against the backdrop of  Russia's invasion of Ukraine , as well as  Israel at war in Gaza  fighting Hamas.USOPC Chief of Security Nicole Deal says there are no current specific threats against American athletes, but that security will be comprehensive and tight. Athletes, who will be competing in events across France, will get security briefings and have access to apps with security alerts, she added. <h2>A big push for gender equality</h2>The International Olympic Committee has made an effort to make the Games more inclusive. As of Monday, only about 15% of the Team USA roster has been named, USOPC officials said. But already the IOC has touted unprecedented achievements in gender equality for the 2024 games. Paris will see an  even split of male and female  participants, officials said.Meanwhile, yet another stir over athlete uniforms has renewed charges of prevailing double standards. Nike's unveiling of this year's U.S. women's track and field uniforms  reignited criticism over designs  that sexualize female athletes. Fans and athletes panned the high-cut bodysuit. Gold medalist pole vaulter  Katie Moon expressed concern  for the revealing silhouette but clarified that the design is just one of the uniform options available to women. During the Tokyo Games, German gymnasts traded their bikini-cut leotards  in favor of long-legged unitards , in a statement about women athletes choosing what they're comfortable in.Criticizing an outfit design that other athletes may prefer is not the answer, Moon said in a social media post. ""The point is we DO have the choice of what to wear, and whether we feel the best in a potato sack or a bathing suit during competitions, we should support the autonomy.""Sarah Hirshland, CEO of the USOPC, addressed the issue on Monday, saying she supports athletes having attire options.""We want to make sure athletes have choices that they're comfortable in,"" she told reporters.In an institution known for its curveballs as much as tradition, one thing is certain. Asked about pregame superstitions on a panel of female athletes, soccer player Emily Sonnett said banana pancakes are  her ""must-have.""""If you don't have bananas that day, what are you gonna do?"" asked her teammate Crystal Dunn.""But we always have bananas,"" Sonnett retorted.",2024-04-17 12:00:00 PM EEST,NPR,"With 100 days before the Paris Olympics, Team USA hopefuls meet the press",https://www.npr.org/2024/04/17/1245221624/100-days-2024-paris-summer-olympics-team-usa-athletes
Ayana Archie,"Women's college basketball phenoms Caitlin Clark and Angel Reese have been selected in the first round of the WNBA draft.Clark, a guard at the University of Iowa, was the number one pick by the Indiana Fever. Reese, a forward at Louisiana State University, was selected number seven by the Chicago Sky.""INDIANA LETS GOOOOO!!!!"" Clark posted on X, formerly Twitter. In a video posted to Instagram, Reese said, ""I'm coming to Chitown. I'm super excited to compete, work hard and let's win.""Reese also posted a photo with her new teammate Kamilla Cardoso, who helped snag a championship for South Carolina this year and was selected third by the Chicago Sky in the first round.Clark averaged 28.4 points and 8.2 assists over her college career, leading the NCAA in both categories for two years in a row and becoming the  all-time leading scorer  in college basketball history. Reese averaged 18.6 points and 12.3 rebounds over her college career, and led the SEC division in both categories for two seasons. Clark, a senior, said in February  she would be leaving school  to declare for the draft, while Reese, a junior, made a similar announcement earlier this month in a cover story for  Vogue magazine.Iowa and LSU developed a rivalry after facing off in last year's championship, in which there was controversy about the sportsmanship between both teams. LSU defeated Iowa then, while Iowa beat LSU this year during their Elite Eight rematch. Iowa made it to the championship again this year, but lost to South Carolina.",2024-04-16 08:59:00 AM EEST,NPR,Caitlin Clark and Angel Reese are selected in the first round of the WNBA draft,https://www.npr.org/2024/04/16/1244988260/caitlin-clark-angel-reese-wnba-draft
None,"Toronto Raptors two-way player Jontay Porter was banned for life from the NBA on Wednesday after a league probe found he disclosed confidential information to sports bettors and wagered on games, even betting on the Raptors to lose.Porter is the second person to be banned by Commissioner Adam Silver for violating league rules. The other was now-former  Los Angeles Clippers owner Donald Sterling  in 2014, shortly after Silver took office.In making the announcement, Silver called Porter's actions ""blatant.""""There is nothing more important than protecting the integrity of NBA competition for our fans, our teams and everyone associated with our sport, which is why Jontay Porter's blatant violations of our gaming rules are being met with the most severe punishment,"" Silver said.The investigation started once the league learned from ""licensed sports betting operators and an organization that monitors legal betting markets"" about unusual gambling patterns surrounding Porter's performance in a game on March 20 against Sacramento. The league determined that Porter gave a bettor information about his own health status prior that game and said that another individual — known to be an NBA bettor — placed an $80,000 bet that Porter would not hit the numbers set for him in parlays through an online sports book. That bet would have won $1.1 million.Porter took himself out of that game after less than three minutes, claiming illness, none of his stats meeting the totals set in the parlay. The $80,000 bet was frozen and not paid out, the league said, and the NBA started an investigation not long afterward.<h2>The NBA has strict rules against players betting</h2>The league has partnerships and other relationships with more than two dozen gaming companies, many of whom advertise during NBA games in a variety of ways. Silver himself has been a longtime proponent of legal sports wagering, but the league has very strict rules for players and employees regarding betting.And what Porter was found to have done was in violation of the Collective Bargaining Agreement, which states: ""Any Player who, directly or indirectly, wagers money or anything of value on any game or event in the Association or in the NBA G League shall, on being charged with such wagering, be given an opportunity to answer such charges after due notice, and the decision of the Commissioner shall be final, binding, and conclusive and unappealable.""Silver cautioned last week that this move was possible, saying what Porter was accused of represented ""cardinal sin"" in the NBA. Porter has not commented since the investigation began, and never played for the Raptors again — he was listed as out for all of Toronto's games for the remainder of the season citing personal reasons.<h2>The NBA found that Porter placed at least 13 bets on games</h2>The league also determined that Porter — the brother of Denver Nuggets forward Michael Porter Jr. — placed at least 13 bets on NBA games using someone else's betting account. The bets ranged from $15 to $22,000; the total wagered was $54,094 and generated a payout of $76,059, or net winnings of $21,965.Those wagers did not involve any game in which Porter played, the NBA said. But three of the wagers were multi-game parlays, including a bet where Porter — who was not playing in the games involved — wagered on the Raptors to lose. All three of those bets lost.""While legal sports betting creates transparency that helps identify suspicious or abnormal activity, this matter also raises important issues about the sufficiency of the regulatory framework currently in place, including the types of bets offered on our games and players,"" Silver said. ""Working closely with all relevant stakeholders across the industry, we will continue to work diligently to safeguard our league and game.""The 24-year-old Porter averaged 4.4 points, 3.2 rebounds and 2.3 assists in 26 games, including five starts. He also played in 11 games for Memphis in the 2020-21 season.ESPN first reported the investigation, which it said surrounded Porter's performance in games on Jan. 26 and March 20. In both games, Porter played briefly before leaving citing injury or illness. Porter played 4 minutes, 24 seconds against the Los Angeles Clippers in the first of those games, then 2:43 against Sacramento in the second game.In both of those games, Porter did not come close to hitting the prop-wager lines for points, rebounds and 3-pointers that bettors could play at some sportsbooks. For example, one set of prop wagers for Porter for the Clippers game was set at 5.5 points, 4.5 rebounds and 1.5 assists; he finished with no points, three rebounds and one assist. For the Kings game, they were around 7.5 points and 5.5 rebounds; Porter finished that game with no points and two rebounds.The league said its probe ""remains open and may result in further findings,"" and that those findings are being shared with federal prosecutors.",2024-04-17 20:19:00 PM EEST,NPR,"NBA bans Jontay Porter after gambling probe shows he shared information, bet on games",https://www.npr.org/2024/04/17/1245301982/nba-bans-jontay-porter-gambling
Juliana Kim,"Nike revealed a range of new styles and silhouettes for elite athletes last week ahead of the 2024 Olympics, but one article of clothing has raised controversy. A bodysuit that appears to be cut high on the hips is one of the options for Team USA's track and field. Athletes and fans have criticized the design, saying that the outfit looks uncomfortable and revealing. Complaints further mounted after  Citius Mag , an online magazine that covers track and field, released a side-by-side comparison of the men's and women's uniform — with critics finding the vast differences deeply problematic. In response to the criticism, Nike said female runners are not limited to the leotard and that the new line offers nearly 50 styles to choose from, including shorts. ""We showcased some of the new Olympic uniforms at the Nike On Air experience in Paris — but, as we are a few months from the Games and working with limited samples in a limited format presentation, not all looks and styles were featured,"" a Nike spokesperson said in an email.The company added that it took female athletes' comfort especially seriously, which is why it raised the neckline for tops.USA Track and Field said its athletes were consulted throughout the design process. ""Athlete options and choices were the driving force for USATF in the planning process with Nike,"" the USATF said in a statement.Sarah Hirshland, CEO of the U.S. Olympic and Paralympic Committee, said she supports athletes having options. ""I think that's important. We want to make sure athletes have choices that they're comfortable in,"" she told reporters.The backlash comes less than two months after Nike was scrutinized over its  new uniforms  for Major League Baseball players, which some said looked see-through and of poor quality.  This time, Nike's designs were caught in the long-running discourse over sexism in women's sports attire. U.S. national champion distance runner Lauren Fleshman said the track and field kit specifically displayed on the mannequin lacked the professionalism that top women athletes deserve. ""Women's kits should be in service to performance, mentally and physically. If this outfit was truly beneficial to physical performance, men would wear it,"" she wrote on  Instagram .On social media, some fans asked if the mannequin outfit was for swimming events. Others expressed concern that the fit will sexualize sportswomen, given the uniforms' lack of coverage.Pole vaulting Olympic gold medalist Katie Moon said while the uniform was troubling, she is in favor of female athletes having more options rather than less when it comes to attire. ""Even if its with best of intentions, you're ultimately attacking our decision as women to wear it,"" Moon wrote on  Instagram . ""The point is we DO have the choice of what to wear, and whether we feel the best in a potato sack or a bathing suit during competitions, we should support the autonomy.Before the backlash, Nike said the uniforms were the ""most athlete-informed, data-driven and visually unified the company has ever produced."" The clothes were tailored to support a range of body types and sports disciplines while maximizing breathability, Nike Chief Innovation Officer John Hoke said in a  press release  Thursday.Nike also plans to provide custom tailoring at the games. ",2024-04-15 19:45:00 PM EEST,NPR,Why Nike's new Olympic track uniform for women is stirring controversy,https://www.npr.org/2024/04/15/1244773342/nike-team-usa-women-uniform-revealing-olympics
